text,processed_text,vader_neg,vader_neu,vader_pos,compound,roberta_neg,roberta_neu,roberta_pos,label
i thought you were he breathed out suddenly feeling aggravated by aoi s ignorance to what had been right in front of him for so long,"['thought', 'breathed', 'suddenly', 'feeling', 'aggravated', 'aoi', 'ignorance', 'right', 'front', 'long']",0.194,0.753,0.054,-0.5994,0.5998858,0.37744927,0.022664953,Anger
i would end up feeling jealous ask for proof and reaffirmations of his love and interest beg for attention point out how he failed to give me what i needed,"['would', 'end', 'feeling', 'jealous', 'ask', 'proof', 'reaffirmation', 'love', 'interest', 'beg', 'attention', 'point', 'failed', 'give', 'needed']",0.166,0.605,0.229,0.34,0.8098066,0.17925283,0.010940549,Anger
when my roommate locked me out deliberately,"['roommate', 'locked', 'deliberately']",0.0,1.0,0.0,0.0,0.7563861,0.23607434,0.0075394684,Anger
i have no idea who you are or if weve got no interests in common then you might wanna leave your fingerprint below in case you catch me on a day when i feel a bit bitchy,"['idea', 'weve', 'got', 'interest', 'common', 'might', 'wanna', 'leave', 'fingerprint', 'case', 'catch', 'day', 'feel', 'bit', 'bitchy']",0.229,0.72,0.051,-0.7096,0.7215121,0.26507908,0.013408852,Anger
i see someone with kids or a husband just alongside a very loving caring family i feel envious,"['see', 'someone', 'kid', 'husband', 'alongside', 'loving', 'caring', 'family', 'feel', 'envious']",0.101,0.53,0.369,0.763,0.10072142,0.3472612,0.5520174,Anger
i guess im very weird for being like this but now to think of it i feel like it is jealousy because anything he does do for her i feel bitter about it,"['guess', 'im', 'weird', 'like', 'think', 'feel', 'like', 'jealousy', 'anything', 'feel', 'bitter']",0.214,0.655,0.131,-0.4848,0.9075168,0.08708836,0.0053948103,Anger
i was disappointed by a girlfriend when i visited her at her home in woodlands,"['disappointed', 'girlfriend', 'visited', 'home', 'woodland']",0.22,0.78,0.0,-0.4767,0.84985733,0.1428208,0.0073218276,Anger
i feel resentful of all the friends who have said they will order and or help contribute to our fundraising efforts and have not,"['feel', 'resentful', 'friend', 'said', 'order', 'help', 'contribute', 'fundraising', 'effort']",0.107,0.692,0.201,0.4019,0.8027562,0.18190606,0.015337785,Anger
i often feel offended when people other fans think i name my son joshua as joshua in josh groban,"['often', 'feel', 'offended', 'people', 'fan', 'think', 'name', 'son', 'joshua', 'joshua', 'josh', 'groban']",0.111,0.889,0.0,-0.25,0.63425976,0.3519086,0.013831677,Anger
i am disgusted with liers,"['disgusted', 'liers']",0.531,0.469,0.0,-0.5267,0.9335599,0.058161967,0.008278078,Anger
i was standing in a mumu outside my compound poking at a smoldering pile of trash with a stick being told by outsiders that i need to change what i m doing and feeling resentful as they drove away,"['standing', 'mumu', 'outside', 'compound', 'poking', 'smoldering', 'pile', 'trash', 'stick', 'told', 'outsider', 'need', 'change', 'feeling', 'resentful', 'drove', 'away']",0.09,0.867,0.043,-0.3818,0.8621049,0.13184896,0.006046213,Anger
i was feeling jealous and i said no im not jealous because i know where i stand,"['feeling', 'jealous', 'said', 'im', 'jealous', 'know', 'stand']",0.439,0.481,0.08,-0.7717,0.40751243,0.49594054,0.09654707,Anger
im feeling irritated,"['im', 'feeling', 'irritated']",0.545,0.182,0.273,-0.3612,0.7189169,0.25829682,0.022786258,Anger
i feel distracted or like i am distracting myself,"['feel', 'distracted', 'like', 'distracting']",0.414,0.36,0.225,-0.2732,0.61063004,0.37568593,0.013684006,Anger
i swear there was more but between the fireworks outside and the cool breeze and the siren song of the alcohol in the kitchen i m feeling a tad distracted,"['swear', 'firework', 'outside', 'cool', 'breeze', 'siren', 'song', 'alcohol', 'kitchen', 'feeling', 'tad', 'distracted']",0.136,0.712,0.152,0.128,0.1841903,0.7004584,0.11535122,Anger
i feel that i am being mentally tortured,"['feel', 'mentally', 'tortured']",0.419,0.581,0.0,-0.5574,0.8710873,0.117205694,0.011707031,Anger
i think people tend to get frustrated with me because when i feel like i ll have something rude to say i simply ignore them or avoid situations where talking about my feelings will come up,"['think', 'people', 'tend', 'get', 'frustrated', 'feel', 'like', 'something', 'rude', 'say', 'simply', 'ignore', 'avoid', 'situation', 'talking', 'feeling', 'come']",0.273,0.665,0.062,-0.8225,0.824652,0.1687339,0.006614074,Anger
i feel so wronged by what others do to me,"['feel', 'wronged', 'others']",0.285,0.715,0.0,-0.4927,0.9185514,0.07568643,0.0057621654,Anger
i have tons of grades entered for progress reports next week and i feel way less stressed and crazy than i had been feeling,"['ton', 'grade', 'entered', 'progress', 'report', 'next', 'week', 'feel', 'way', 'less', 'stressed', 'crazy', 'feeling']",0.166,0.666,0.168,0.0146,0.015339486,0.06877345,0.91588706,Anger
i feel i am wronged fuck you will be my first word when you are the one who wronged me fuck off will be my first word when i want you off my bloody life its amazing how i felt all this things at one go but i am tied up to do so,"['feel', 'wronged', 'fuck', 'first', 'word', 'one', 'wronged', 'fuck', 'first', 'word', 'want', 'bloody', 'life', 'amazing', 'felt', 'thing', 'one', 'go', 'tied']",0.185,0.751,0.064,-0.7003,0.9564956,0.037648927,0.0058554783,Anger
i feel like a heartless bastard for dreaming something like that,"['feel', 'like', 'heartless', 'bastard', 'dreaming', 'something', 'like']",0.401,0.299,0.299,-0.4019,0.94844544,0.0458053,0.0057493043,Anger
i feel like i am the only one that is dissatisfied,"['feel', 'like', 'one', 'dissatisfied']",0.215,0.579,0.207,-0.0258,0.858446,0.13049397,0.011060018,Anger
i was feeling pretty stressed today in that aaargh im leaving in less than three days,"['feeling', 'pretty', 'stressed', 'today', 'aaargh', 'im', 'leaving', 'less', 'three', 'day']",0.126,0.628,0.246,0.3182,0.8247327,0.15936796,0.015899347,Anger
i didnt feel bothered until i went to go to sleep around pm,"['didnt', 'feel', 'bothered', 'went', 'go', 'sleep', 'around', 'pm']",0.0,0.836,0.164,0.2411,0.29789016,0.64211905,0.05999082,Anger
i actually feel that because i am a stubborn person and a character of pride,"['actually', 'feel', 'stubborn', 'person', 'character', 'pride']",0.191,0.638,0.17,-0.0772,0.71810704,0.25539824,0.026494686,Anger
i would love to happy about my time and performance but my feelings are bitter sweet,"['would', 'love', 'happy', 'time', 'performance', 'feeling', 'bitter', 'sweet']",0.156,0.465,0.378,0.6428,0.51566666,0.29463157,0.1897018,Anger
i feel so grumpy i think im going to take a shower,"['feel', 'grumpy', 'think', 'im', 'going', 'take', 'shower']",0.0,1.0,0.0,0.0,0.90994793,0.081033416,0.009018684,Anger
i feel petty in retrospect,"['feel', 'petty', 'retrospect']",0.375,0.625,0.0,-0.2023,0.86567706,0.12137607,0.012946898,Anger
i feel obnoxious,"['feel', 'obnoxious']",0.75,0.25,0.0,-0.4588,0.72450316,0.23403257,0.04146423,Anger
i think why we got homeland security involved was because they wanted to see that there were different ways to build a civil society where certain groups did not feel like their only recourse was a violent recourse he said,"['think', 'got', 'homeland', 'security', 'involved', 'wanted', 'see', 'different', 'way', 'build', 'civil', 'society', 'certain', 'group', 'feel', 'like', 'recourse', 'violent', 'recourse', 'said']",0.138,0.758,0.103,-0.3632,0.074189335,0.84752965,0.07828095,Anger
i feel not so hateful of members of the opposite or same sex and really just want someone to be with,"['feel', 'hateful', 'member', 'opposite', 'sex', 'really', 'want', 'someone']",0.0,0.787,0.213,0.5973,0.16911021,0.5443906,0.28649917,Anger
i want to be nice to girls so i feel offended if that warmth is reciprocated,"['want', 'nice', 'girl', 'feel', 'offended', 'warmth', 'reciprocated']",0.118,0.516,0.366,0.5888,0.81226087,0.17078646,0.01695262,Anger
i wont fuck a friend over hard i might softly fingerfuck them if i feel like they pissed me off,"['wont', 'fuck', 'friend', 'hard', 'might', 'softly', 'fingerfuck', 'feel', 'like', 'pissed']",0.335,0.448,0.218,-0.4363,0.8430203,0.14791662,0.009063024,Anger
i feel really annoyed right now and i told you to stop,"['feel', 'really', 'annoyed', 'right', 'told', 'stop']",0.389,0.611,0.0,-0.624,0.9410599,0.053603534,0.0053365054,Anger
someone told me we are not as good as the all english class,"['someone', 'told', 'good', 'english', 'class']",0.167,0.833,0.0,-0.3412,0.8411841,0.14563912,0.013176764,Anger
i feel the need to fight sleep i cant help the fact that i am stubborn,"['feel', 'need', 'fight', 'sleep', 'cant', 'help', 'fact', 'stubborn']",0.43,0.57,0.0,-0.762,0.8433937,0.14277701,0.013829348,Anger
i really just get the feeling that i m so hated right now and it s such a scary thing,"['really', 'get', 'feeling', 'hated', 'right', 'scary', 'thing']",0.363,0.566,0.071,-0.8016,0.9447198,0.050221257,0.005058924,Anger
im feeling a little distracted these last couple days as the reality of the situation sinks in more and more and i am finally forced to give equal attention to more daily activities than just keeping myself alive and complaining about having to do that,"['im', 'feeling', 'little', 'distracted', 'last', 'couple', 'day', 'reality', 'situation', 'sink', 'finally', 'forced', 'give', 'equal', 'attention', 'daily', 'activity', 'keeping', 'alive', 'complaining']",0.141,0.775,0.084,-0.4228,0.76936096,0.21795979,0.0126792,Anger
i have always wanted to spice up my flat and get a theme going to bring a classic timeless feel to it but i just couldn t be bothered to put in the effort,"['always', 'wanted', 'spice', 'flat', 'get', 'theme', 'going', 'bring', 'classic', 'timeless', 'feel', 'bothered', 'put', 'effort']",0.095,0.905,0.0,-0.4497,0.5700151,0.3687343,0.061250668,Anger
i woke up this morning feeling not grumpy but just not in the best of moods,"['woke', 'morning', 'feeling', 'grumpy', 'best', 'mood']",0.242,0.691,0.066,-0.6488,0.6773757,0.30113474,0.02148958,Anger
i feel really wronged or even worse when i feel someone i love has been really wronged i can t help but to not be angry,"['feel', 'really', 'wronged', 'even', 'worse', 'feel', 'someone', 'love', 'really', 'wronged', 'help', 'angry']",0.213,0.511,0.277,0.4389,0.9224232,0.071792595,0.005784147,Anger
i feel are too violent and sexual for their fan base,"['feel', 'violent', 'sexual', 'fan', 'base']",0.275,0.563,0.162,-0.3818,0.8391635,0.15210208,0.008734411,Anger
i will admit to sometimes feeling resentful,"['admit', 'sometimes', 'feeling', 'resentful']",0.33,0.319,0.351,-0.2023,0.69268,0.28532234,0.021997575,Anger
i am or feels insulted of this introduction just dont read ahead,"['feel', 'insulted', 'introduction', 'dont', 'read', 'ahead']",0.248,0.752,0.0,-0.5106,0.79458004,0.1937115,0.011708443,Anger
i didnt get that feeling that things rushed out a little or that the development of the story got cut in short so this was a goog thing,"['didnt', 'get', 'feeling', 'thing', 'rushed', 'little', 'development', 'story', 'got', 'cut', 'short', 'goog', 'thing']",0.131,0.869,0.0,-0.3549,0.4513837,0.5289491,0.019667156,Anger
i don t feel petty,"['feel', 'petty']",0.474,0.526,0.0,-0.2023,0.37754065,0.5361116,0.086347744,Anger
im feeling kind of greedy so i think ill make up my christmas list,"['im', 'feeling', 'kind', 'greedy', 'think', 'ill', 'make', 'christmas', 'list']",0.319,0.592,0.089,-0.5965,0.32682782,0.561286,0.1118862,Anger
i feel when i think back to how i hated the neighbor s sable german shepherd who nearly strangled herself on her chain in her snarling rushes to get me while at the same time i felt sorry for her,"['feel', 'think', 'back', 'hated', 'neighbor', 'sable', 'german', 'shepherd', 'nearly', 'strangled', 'chain', 'snarling', 'rush', 'get', 'time', 'felt', 'sorry']",0.22,0.78,0.0,-0.8402,0.92946154,0.063218,0.0073204683,Anger
i feel that i cant play a single note in tune and it sounds like a tortured cat but on other days i can pick the instrument up and it feels like its coming on wonderfully,"['feel', 'cant', 'play', 'single', 'note', 'tune', 'sound', 'like', 'tortured', 'cat', 'day', 'pick', 'instrument', 'feel', 'like', 'coming', 'wonderfully']",0.095,0.647,0.258,0.8192,0.49400377,0.33862355,0.16737266,Anger
i can hardly begin to describe what i am feeling inside it is almost violent,"['hardly', 'begin', 'describe', 'feeling', 'inside', 'almost', 'violent']",0.224,0.683,0.093,-0.4779,0.86104476,0.11893127,0.020024002,Anger
i hate to feel like such a grumpy person but this really annoys me as i said this morning on twitter,"['hate', 'feel', 'like', 'grumpy', 'person', 'really', 'annoys', 'said', 'morning', 'twitter']",0.279,0.645,0.075,-0.6946,0.941877,0.052458804,0.0056641954,Anger
i was feeling quite grouchy and generally unhappy with a number of things okay mostly the parentals,"['feeling', 'quite', 'grouchy', 'generally', 'unhappy', 'number', 'thing', 'okay', 'mostly', 'parentals']",0.29,0.483,0.227,-0.5095,0.8669112,0.12492098,0.008167747,Anger
i called an end to all outside activity i figure that would leave minx feeling kinda resentful,"['called', 'end', 'outside', 'activity', 'figure', 'would', 'leave', 'minx', 'feeling', 'kinda', 'resentful']",0.229,0.685,0.086,-0.3626,0.68230575,0.30642012,0.011274128,Anger
i find it easy to leave behind if i m feeling impatient and just wanting to dive straight back into the work,"['find', 'easy', 'leave', 'behind', 'feeling', 'impatient', 'wanting', 'dive', 'straight', 'back', 'work']",0.143,0.591,0.266,0.4404,0.30351937,0.58566403,0.110816576,Anger
i see someone walking a dog i feel envious of them,"['see', 'someone', 'walking', 'dog', 'feel', 'envious']",0.231,0.769,0.0,-0.2732,0.10559189,0.4216533,0.4727549,Anger
i am feeling grumpy and out of sorts not at all my usual writing mood,"['feeling', 'grumpy', 'sort', 'usual', 'writing', 'mood']",0.0,0.897,0.103,0.128,0.8753434,0.11322495,0.01143167,Anger
i wonder sometimes why i feel dissatisfied with nearly everything around me,"['wonder', 'sometimes', 'feel', 'dissatisfied', 'nearly', 'everything', 'around']",0.224,0.776,0.0,-0.3818,0.7848601,0.20476767,0.010372228,Anger
i feel i need i can be ridiculously impatient once my mind is made up i want things when i want them and that doesnt always work to my advantage,"['feel', 'need', 'ridiculously', 'impatient', 'mind', 'made', 'want', 'thing', 'want', 'doesnt', 'always', 'work', 'advantage']",0.158,0.685,0.158,-0.25,0.6382317,0.32280624,0.038962137,Anger
i feel so unkind towards something that i know will be beneficial to me in the end,"['feel', 'unkind', 'towards', 'something', 'know', 'beneficial', 'end']",0.154,0.692,0.154,0.0018,0.6325138,0.299874,0.06761218,Anger
i feel really frustrated because i was really hoping the job would come to fruition and i could start a new life at work with the excitement of a new country to explore,"['feel', 'really', 'frustrated', 'really', 'hoping', 'job', 'would', 'come', 'fruition', 'could', 'start', 'new', 'life', 'work', 'excitement', 'new', 'country', 'explore']",0.106,0.715,0.18,0.3818,0.5096726,0.3383119,0.15201546,Anger
i feel impatient i dont pray lord jesus give me patience,"['feel', 'impatient', 'dont', 'pray', 'lord', 'jesus', 'give', 'patience']",0.373,0.627,0.0,-0.4874,0.8267287,0.1522032,0.021068012,Anger
